MJD,FLT,FLUXCAL,FLUXCALERR,PHOTFLAG,PHOTPROB,ZPFLUX,PSF,SKYSIG,SKYSIG_T,GAIN,XPIX,YPIX,EXPNUM,CCDNUM,SNID,ACTION,COMMENT,TIME,USER,OBJID_COPY,BATCH
58481.15900000001,r,11.059,3.4725,4096,0.388,33.082,2.373,57.9,45.3,0.97,1484.12,459.7,807039,24,5907158,PsfInTemplate,,04/11/20 20:59:38,ramorgan2,289245153.0,7
58429.302,r,32.23,5.5943,4096,0.39,31.761,1.895,37.9,14.2,1.0,825.79,3558.47,791753,20,5564661,PsfInTemplate,,04/11/20 21:05:08,ramorgan2,271927033.0,8
58451.145,r,22.186999999999998,3.9861,4096,0.435,31.764,1.508,32.8,14.6,0.98,862.32,3638.91,797483,57,5760961,PsfInTemplate,,04/13/20 13:10:08,ramorgan2,283443964.0,8
58453.142,g,671.39,13.166,4096,0.6970000000000001,31.625,1.565,19.9,11.1,1.03,1090.19,2720.32,798240,15,5604502,PsfInTemplate,,04/11/20 21:05:12,ramorgan2,277917524.0,8
58409.312999999995,r,108.86,6.3008,12288,0.96,31.761,2.295,33.5,14.1,1.04,1030.28,3706.17,784700,34,5520442,PsfInTemplate,,04/13/20 13:11:07,ramorgan2,269156306.0,8
58371.222,g,35.426,4.6576,4096,0.46,31.526999999999997,2.1590000000000003,21.0,12.4,0.92,1908.77,259.17,771508,16,5458039,PsfInTemplate,,04/13/20 13:01:00,ramorgan2,263699415.0,8
58375.249,r,33.446999999999996,5.2153,4096,0.507,31.737,2.073,29.2,14.1,1.03,392.0,3775.74,773337,54,5471451,PsfInTemplate,,04/13/20 13:17:21,ramorgan2,265159147.0,8
58466.105,z,92.932,18.56,4096,0.308,31.476999999999997,1.765,97.6,44.3,0.98,614.68,1411.17,802883,15,5782382,PsfInTemplate,,04/13/20 13:21:00,ramorgan2,285456406.0,8
58437.3,r,43.601000000000006,5.1092,4096,0.65,31.738000000000003,1.746,34.6,16.8,0.98,504.41,3110.24,794196,62,5755291,PsfInTemplate,,04/13/20 16:38:17,ramorgan2,284378845.0,8
58453.142,g,34.652,3.0239,4096,0.5870000000000001,31.625,1.565,19.9,11.1,1.03,503.68,3634.71,798240,15,5457580,PsfInTemplate,,04/13/20 13:20:17,ramorgan2,277917556.0,9
58429.27,r,69.59,6.9304,12288,0.795,31.766,2.186,37.5,17.0,0.99,1551.28,1942.98,791730,51,5918935,PsfInTemplate,,04/13/20 13:20:06,ramorgan2,292594572.0,9
58451.23,r,37.845,5.8371,4096,0.48,31.72,1.68,45.3,14.1,0.99,913.39,3758.79,797540,25,5655717,PsfInTemplate,,04/13/20 13:19:06,ramorgan2,278828447.0,9
58431.273,g,295.83,5.8048,12288,0.945,31.657,2.306,18.8,9.7,1.04,1800.13,3142.7,792518,41,5572953,PsfInTemplate,,04/13/20 16:37:11,ramorgan2,272743842.0,9
58451.326,r,32.427,4.9557,4096,0.398,31.755,1.452,43.8,13.9,1.06,1811.33,3139.51,797606,42,5681112,PsfInTemplate,,04/13/20 16:39:42,ramorgan2,278048730.0,9
58409.277,i,49.674,9.1783,4096,0.368,31.747,2.2319999999999998,51.8,25.4,0.95,1254.82,3824.41,784676,39,5517595,PsfInTemplate,,04/13/20 13:21:15,ramorgan2,269093852.0,9
58401.06400000001,i,118.99,12.985,12288,0.89,31.56900000000001,2.436,60.5,20.5,1.05,285.01,884.16,781979,42,5911209,PsfInTemplate,,04/13/20 16:38:20,ramorgan2,292492260.0,9
58371.281,z,90.46,15.109000000000002,4096,0.342,31.497,1.847,75.3,50.0,0.9,1036.0,3510.32,771545,3,5519421,PsfInTemplate,,04/13/20 16:39:06,ramorgan2,264136743.0,10
58428.082,r,142.4,6.3068,12288,0.89,31.748,2.07,32.7,17.1,1.03,1388.21,3616.05,791208,28,5824359,PsfInTemplate,,04/13/20 16:36:34,ramorgan2,286987828.0,10
58419.035,g,54.088,4.6083,12288,0.893,31.6,2.045,23.5,10.7,1.01,1090.47,1886.24,788047,34,5535577,PsfInTemplate,,04/13/20 16:36:30,ramorgan2,270394953.0,10
58430.346,i,47.585,8.67,4096,0.455,31.712,1.903,54.1,26.7,0.97,560.03,3510.76,792176,55,5736013,PsfInTemplate,,04/13/20 16:40:59,ramorgan2,287743631.0,10
58455.248,i,208.43,8.3571,12288,0.98,31.706,1.892,51.8,27.0,1.02,682.31,1646.45,799057,47,5681685,PsfInTemplate,,04/13/20 16:34:19,ramorgan2,280919208.0,10
58455.148,r,42.055,5.1889,12288,0.88,31.755,2.104,29.9,12.6,0.94,737.85,398.31,798997,39,5595267,PsfInTemplate,,04/13/20 16:41:41,ramorgan2,280436058.0,10
58430.306,r,65.308,7.0065,12288,0.858,31.735,2.29,36.2,15.2,0.99,347.26,3213.25,792149,25,5834188,PsfInTemplate,,04/13/20 16:49:52,ramorgan2,287342106.0,11
58453.21900000001,r,52.094,4.7977,12288,0.878,31.75,1.7519999999999998,32.6,13.2,1.04,286.11,2754.99,798293,6,5638015,PsfInTemplate,,04/13/20 16:44:11,ramorgan2,277526094.0,11
58437.173,i,66.844,10.598,4096,0.32,31.69,1.714,62.7,25.2,1.0,700.78,1623.77,794105,37,5630301,PsfInTemplate,,04/13/20 16:46:29,ramorgan2,273183896.0,11
58430.28,r,36.615,6.5109,12288,0.71,31.76,2.405,35.2,17.0,1.06,1438.84,852.31,792132,42,5855021,PsfInTemplate,,04/13/20 21:57:18,ramorgan2,288159442.0,11
58453.236,g,39.225,3.1425,12288,0.8220000000000001,31.616,1.732,18.4,9.7,1.01,242.06,2034.85,798305,44,5570717,PsfInTemplate,,04/13/20 16:47:07,ramorgan2,278294238.0,11
58411.057,z,191.26,23.594,12288,0.7929999999999999,31.469,1.972,120.3,38.4,0.98,252.18,815.25,785335,15,5535512,PsfInTemplate,,04/13/20 16:43:25,ramorgan2,269565719.0,11
58455.084,g,28.31900000000001,4.0736,4096,0.303,31.649,2.042,20.9,13.4,0.84,1052.09,1727.39,798957,60,5672025,PsfInTemplate,,04/13/20 16:46:32,ramorgan2,280205160.0,11
58431.332,g,37.88,3.9728,12288,0.9,31.627,2.057,21.3,12.6,0.92,1090.25,1349.72,792558,16,5574850,PsfInTemplate,,04/13/20 16:44:09,ramorgan2,272894868.0,11
58453.265,g,72.094,4.0293,12288,0.92,31.591,1.774,23.0,9.6,1.03,1396.06,1900.11,798326,52,5763767,PsfInTemplate,,04/13/20 16:44:10,ramorgan2,284737003.0,11
58431.322,r,39.827,6.0334,4096,0.523,31.773000000000003,2.232,32.8,16.5,0.96,2007.01,3459.19,792552,12,5695550,PsfInTemplate,,04/13/20 22:00:39,ramorgan2,272767042.0,12
58482.167,r,14.245,2.8252,4096,0.37,33.082,1.933,48.2,46.6,1.04,121.05,3648.16,807332,53,5764740,PsfInTemplate,,04/13/20 22:08:45,ramorgan2,289401929.0,12
58454.299000000006,r,37.721,4.5017,4096,0.667,31.738000000000003,1.669,33.2,15.1,1.0,1149.39,3877.75,798724,46,5661430,PsfInTemplate,,04/13/20 21:56:54,ramorgan2,279414410.0,12
58455.037,g,39.139,3.1986,12288,0.826,31.617,1.592,21.4,10.8,1.04,1892.71,3814.66,798930,9,5670967,PsfInTemplate,,04/13/20 22:01:09,ramorgan2,280268995.0,12
58413.0,z,6280.8,38.49,12288,0.97,31.472,2.093,115.0,44.9,0.96,872.06,1671.09,786082,53,5910577,PsfInTemplate,,04/13/20 21:59:25,ramorgan2,270061820.0,12
58450.166,g,44.826,4.3207,12288,0.873,31.604,1.861,26.3,9.2,0.91,1206.25,3501.31,797118,45,5647792,PsfInTemplate,,04/14/20 12:07:29,ramorgan2,278193927.0,12
58375.203,r,47.987,7.2657,12288,0.727,31.767,2.8480000000000003,32.6,16.1,0.92,540.41,234.34,773306,38,5468791,PsfInTemplate,,04/13/20 22:04:10,ramorgan2,264900637.0,13
58379.386,g,94.519,9.3475,4096,0.6,31.57,2.902,22.9,9.9,0.93,32.38,2960.29,775199,56,5818797,PsfInTemplate,,04/13/20 22:04:04,ramorgan2,266360356.0,13
58458.281,i,699.51,14.447,12288,0.98,31.697,2.91,56.1,25.9,0.97,777.87,49.92,800147,11,5717353,PsfInTemplate,,04/13/20 22:07:59,ramorgan2,284025617.0,13
58430.147000000004,i,97.102,8.6647,12288,0.853,31.693,1.999,52.0,24.6,0.99,982.92,2629.34,792044,19,5550877,PsfInTemplate,,04/15/20 13:17:52,ramorgan2,271466400.0,13
58448.194,i,35.97400000000001,6.693,4096,0.335,31.705,1.3130000000000002,63.9,28.0,1.02,709.3,305.49,796388,49,5728023,PsfInTemplate,,04/13/20 22:07:48,ramorgan2,274782123.0,13
58409.301,r,58.145,8.0184,12288,0.72,31.744,2.741,36.7,14.4,1.04,345.18,1648.02,784692,34,5519418,PsfInTemplate,,04/13/20 22:03:42,ramorgan2,269129695.0,13
58382.373,i,92.038,10.026,12288,0.82,31.724,2.277,56.7,24.2,0.92,291.32,1125.14,776095,58,5501588,PsfInTemplate,,04/13/20 22:10:14,ramorgan2,267404364.0,14
58459.24,g,78.398,5.0004,12288,0.9,31.628,2.444,18.5,9.8,1.06,1551.7,3123.67,800455,19,5708723,PsfInTemplate,,04/14/20 12:04:13,ramorgan2,282139808.0,14
58456.083,g,78.212,6.0838,12288,0.9079999999999999,31.642,2.9989999999999997,20.7,9.6,0.98,1502.31,2846.22,799318,28,5679745,PsfInTemplate,,04/14/20 12:14:04,ramorgan2,280803007.0,14
58460.316,g,340.52,7.9664,12288,0.95,31.566999999999997,2.166,21.4,10.1,0.93,1473.92,1131.12,800898,18,5712382,PsfInTemplate,,04/14/20 12:09:49,ramorgan2,282303725.0,14
58465.1,i,53.938,8.2613,4096,0.63,31.709,1.955,47.9,23.3,0.99,1483.13,1313.34,802552,9,5768651,PsfInTemplate,,04/14/20 12:04:02,ramorgan2,284934007.0,14
58411.122,z,247.92,18.397000000000002,12288,0.9329999999999999,31.506,1.9380000000000002,93.8,46.6,0.98,1702.61,3555.09,785371,44,5579943,PsfInTemplate,,04/14/20 12:14:29,ramorgan2,269598586.0,14
58448.194,i,35.346,6.5059,4096,0.33,31.705,1.3130000000000002,63.9,28.0,1.02,80.85,258.08,796388,49,5728021,PsfInTemplate,,04/14/20 12:03:39,ramorgan2,274782120.0,14
58448.255999999994,i,138.13,8.3423,4096,0.598,31.693,1.338,72.3,23.2,1.02,737.47,3226.08,796429,52,5648767,PsfInTemplate,,04/14/20 12:13:18,ramorgan2,275407282.0,14
58375.378,r,24.54300000000001,5.3664,4096,0.32299999999999995,31.756999999999998,2.045,32.8,15.8,1.0,1422.46,506.61,773426,50,5473244,PsfInTemplate,,04/14/20 12:07:35,ramorgan2,265345532.0,14
58454.299000000006,r,27.041,4.7844,4096,0.36,31.738000000000003,1.669,33.2,15.1,1.0,331.2,3013.72,798724,46,5661415,PsfInTemplate,,04/15/20 13:18:06,ramorgan2,279414315.0,15
58455.235,r,415.48,8.2767,12288,0.945,31.761,2.123,30.8,15.1,0.98,125.28,2505.81,799048,16,5706406,PsfInTemplate,,04/14/20 12:11:08,ramorgan2,282056764.0,15
58437.31400000001,g,49.118,4.0341,12288,0.807,31.59,1.8940000000000001,20.8,9.8,1.03,1214.36,2483.23,794206,52,5606483,PsfInTemplate,,04/14/20 12:10:49,ramorgan2,274532925.0,15
58437.14,i,68.755,12.309000000000001,4096,0.27,31.695,1.913,73.4,54.3,0.96,391.2,3163.49,794083,32,5864304,PsfInTemplate,,04/14/20 12:13:03,ramorgan2,273089111.0,15
58454.074,r,30.199,5.047,4096,0.41200000000000003,31.755,2.122,31.0,13.2,1.06,2002.3,2869.12,798571,42,5689514,PsfInTemplate,,04/14/20 12:12:54,ramorgan2,281393266.0,15
58461.15,r,24.443,4.1435,4096,0.595,31.784000000000002,1.88,27.7,15.2,0.97,1463.67,3118.1,801169,24,5719342,PsfInTemplate,,04/14/20 12:11:44,ramorgan2,282696849.0,15
58440.163,z,169.44,19.105999999999998,12288,0.7,31.448,2.043,88.9,44.0,0.93,825.4,2325.47,795292,5,5591105,PsfInTemplate,,04/15/20 13:18:45,ramorgan2,274139306.0,15
58455.21,g,99.061,5.9979,12288,0.88,31.601999999999997,2.795,19.6,9.7,0.92,359.02,3299.1,799032,1,5689763,PsfInTemplate,,04/14/20 12:14:50,ramorgan2,281410323.0,15
58380.33,r,178.32,8.5789,12288,0.9570000000000001,31.766,3.0589999999999997,33.6,14.5,1.0,167.09,1507.87,775539,46,5477668,PsfInTemplate,,04/14/20 12:11:33,ramorgan2,267066705.0,15
58451.28599999999,r,40.747,4.7403,4096,0.465,31.763,1.389,43.2,14.6,1.02,1830.06,1378.35,797578,21,5627832,PsfInTemplate,,04/15/20 13:10:10,ramorgan2,276822912.0,15
58409.352,i,44.788999999999994,8.7953,4096,0.36200000000000004,31.732,2.0869999999999997,51.2,29.2,0.96,285.66,3643.32,784728,25,5590243,PsfInTemplate,,04/14/20 12:11:41,ramorgan2,269261769.0,15
58377.21900000001,g,23.537,3.9985,4096,0.435,31.63300000000001,2.205,19.8,8.6,1.04,1315.66,143.15,774261,9,5482617,PsfInTemplate,,04/15/20 13:13:36,ramorgan2,265731111.0,16
58437.045,i,85.656,10.412,4096,0.69,31.688000000000002,1.876,70.6,22.8,0.97,437.36,937.79,794021,55,5620894,PsfInTemplate,,04/15/20 13:11:39,ramorgan2,273015337.0,16
58459.24,g,61.798,4.5489,12288,0.92,31.628,2.444,18.5,9.8,1.06,1085.23,3062.18,800455,19,5708713,PsfInTemplate,,04/15/20 13:10:09,ramorgan2,282139782.0,16
58419.026,i,158.62,10.44,4096,0.43799999999999994,31.673000000000002,1.796,66.3,39.9,0.96,1970.25,711.33,788041,32,5535684,PsfInTemplate,,04/15/20 13:11:48,ramorgan2,270362246.0,16
58457.33900000001,g,43.051,8.2377,4096,0.375,31.593000000000004,3.696,23.4,12.0,0.93,1142.59,992.97,799867,56,5713288,PsfInTemplate,,04/15/20 13:13:25,ramorgan2,280947851.0,16
58451.115999999995,g,46.273999999999994,3.4594,12288,0.85,31.642,1.5730000000000002,21.9,11.5,0.9,1184.3,70.39,797462,11,5640283,PsfInTemplate,,04/15/20 13:07:30,ramorgan2,278051982.0,16
58431.015,i,97.861,7.2792,4096,0.5429999999999999,31.728,1.395,61.5,30.2,0.98,815.11,2945.44,792355,33,5623033,PsfInTemplate,,04/17/20 21:22:25,ramorgan2,272054291.0,17
58483.067,r,26.19,5.783,4096,0.535,31.754,2.803,30.7,23.1,1.01,381.14,2573.34,807616,15,5873880,PsfInTemplate,,04/15/20 13:14:57,ramorgan2,289562200.0,17
58376.276,g,500.68,21.561999999999998,12288,0.785,31.592,3.094,21.4,11.2,0.87,1215.7,1660.32,773776,58,5815053,PsfInTemplate,,04/15/20 13:26:39,ramorgan2,286646986.0,17
58451.115999999995,g,30.304000000000002,3.276,4096,0.373,31.642,1.5730000000000002,21.9,11.5,0.9,1493.57,2794.29,797462,11,5640309,PsfInTemplate,,04/15/20 13:16:06,ramorgan2,278052730.0,17
58431.258,r,51.637,7.2603,4096,0.638,31.741999999999997,2.589,33.0,18.0,1.0,630.81,3471.97,792508,8,5573514,PsfInTemplate,,04/15/20 13:15:27,ramorgan2,272763277.0,17
58380.3,i,72.554,9.6476,12288,0.79,31.706,1.911,57.9,28.2,0.98,1573.74,1685.23,775518,57,5492778,PsfInTemplate,,04/15/20 13:22:12,ramorgan2,266691091.0,18
58453.203,r,78.52199999999998,4.708,12288,0.853,31.753,1.5919999999999999,32.5,13.5,0.96,1224.87,31.14,798281,48,5735281,PsfInTemplate,,04/15/20 13:22:53,ramorgan2,283446834.0,18
58453.203,r,100.15,4.926,12288,0.94,31.753,1.5919999999999999,32.5,13.5,0.96,1564.08,383.88,798281,48,5685268,PsfInTemplate,,04/15/20 13:26:25,ramorgan2,283446853.0,18
58437.045,i,155.08,12.716,4096,0.441,31.688000000000002,1.876,70.6,22.8,0.97,1534.19,2077.25,794021,55,5620897,PsfInTemplate,,04/15/20 13:22:55,ramorgan2,273015368.0,18
58457.33900000001,g,51.228,8.0872,4096,0.486,31.593000000000004,3.696,23.4,12.0,0.93,1875.49,4003.7,799867,56,5713295,PsfInTemplate,,04/15/20 13:25:00,ramorgan2,280947883.0,18
58377.21900000001,g,73.472,4.4032,12288,0.95,31.63300000000001,2.205,19.8,8.6,1.04,422.12,1862.84,774261,9,5482627,PsfInTemplate,,04/15/20 13:23:02,ramorgan2,265731261.0,18
58448.315,z,150.86,14.694,4096,0.496,31.386999999999997,1.464,92.7,36.6,0.98,1603.61,1164.99,796471,20,5615211,PsfInTemplate,,04/15/20 13:26:32,ramorgan2,284453118.0,18
58451.28599999999,r,63.21,4.7497,12288,0.87,31.763,1.389,43.2,14.6,1.02,1921.98,3727.48,797578,21,5627835,PsfInTemplate,,04/15/20 13:21:37,ramorgan2,276822969.0,18
58459.25900000001,g,147.71,5.8507,12288,0.9,31.622,2.668,19.7,9.4,0.94,1753.04,3326.96,800468,55,5705156,PsfInTemplate,,04/15/20 13:22:20,ramorgan2,282173951.0,18
58455.21,g,138.95,6.6918,12288,0.847,31.602,2.795,19.6,9.7,0.92,1991.0,251.65,799032,1,5689760,PsfInTemplate,,04/17/20 11:26:47,ramorgan2,281410205.0,19
