,MJD,FLT,FLUXCAL,FLUXCALERR,PHOTFLAG,PHOTPROB,ZPFLUX,PSF,SKYSIG,SKYSIG_T,GAIN,XPIX,YPIX,EXPNUM,CCDNUM,OBJID,SNID
37,58716.22,z,98.22399999999999,10.932,12288,0.873,33.736999999999995,2.0780000000000003,334.4,320.7,1.01,907.18,2604.48,888865,14,31525754,627337
38,58904.295999999995,i,86.791,5.6324,12288,0.9229999999999999,32.296,1.725,67.4,42.0,0.98,378.36,650.83,938526,24,35718994,808907
39,58905.282999999996,i,85.648,5.9835,12288,0.9329999999999999,32.284,1.735,71.9,41.8,0.98,393.38,643.41,938816,24,36393941,808907
40,58907.280999999995,i,80.429,5.5743,12288,0.883,32.437,1.5319999999999998,90.1,47.2,0.98,410.89,680.51,939420,24,37274192,808907
41,58904.295,i,78.726,7.9802,12288,0.883,32.436,1.8159999999999998,78.5,78.1,1.02,669.19,1600.42,938525,54,35440661,808018
42,58905.282,i,88.619,7.4857,12288,0.893,32.426,1.6480000000000001,81.8,79.4,1.02,679.02,1574.26,938815,54,36332621,808018
43,58907.278,i,80.20100000000001,7.5342,12288,0.863,32.583,1.6340000000000001,101.5,94.0,1.02,702.97,1619.16,939419,54,37126481,808018
44,58904.288,i,202.74,9.3475,12288,0.898,32.424,1.751,65.6,122.7,1.01,439.48,3342.67,938520,40,35859298,816046
45,58905.275,i,199.77,8.5382,12288,0.96,32.416,1.584,70.1,121.7,1.01,440.89,3325.4,938810,40,36095278,816046
46,58907.264,i,182.6,9.3777,12288,0.887,32.573,1.6880000000000002,94.4,140.8,1.01,461.46,3373.6,939414,40,37006171,816046
47,58913.274000000005,i,156.79,13.789000000000001,12288,0.89,32.575,2.468,92.6,140.7,1.01,435.49,3342.45,941231,40,37598866,816046
48,58904.292,i,78.813,6.1894,12288,0.87,32.399,1.949,68.4,43.2,0.95,1272.04,3193.78,938523,18,35822153,786550
49,58904.294,i,65.051,6.4626,12288,0.83,32.375,2.002,69.8,39.8,0.94,1829.58,376.8,938524,13,35839739,786550
50,58905.279,i,84.98299999999999,5.8675,12288,0.92,32.391999999999996,1.733,73.3,43.0,0.95,1277.4,3174.51,938813,18,36473656,786550
51,58905.28,i,71.348,5.9764,12288,0.92,32.361,1.761,74.0,39.4,0.94,1833.48,346.35,938814,13,36479127,786550
52,58907.273,i,67.697,5.8623,12288,0.89,32.549,1.705,90.1,49.5,0.95,1307.15,3233.64,939417,18,37376879,786550
53,58907.275,i,62.645,6.1633,12288,0.74,32.52,1.724,92.0,45.3,0.94,1865.57,407.21,939418,13,37393151,786550
54,58905.269,i,59.67100000000001,7.0905,12288,0.753,32.418,1.631,70.5,69.0,0.98,1800.5,1050.51,938806,55,36077906,786673
55,58904.291,i,46.533,6.737,12288,0.713,32.423,1.821,66.4,97.8,1.01,1377.02,665.76,938522,16,35680752,794589
56,58905.278,i,63.287,6.6248,12288,0.7979999999999999,32.413000000000004,1.693,71.1,96.9,1.01,1394.82,637.62,938812,16,36031112,794589
57,58907.27,i,54.92100000000001,7.1385,12288,0.773,32.571,1.755,92.3,112.3,1.01,1422.31,695.77,939416,16,37066352,794589
58,58904.294,i,54.315,6.4667,12288,0.782,32.344,1.9709999999999999,65.8,39.5,1.05,920.22,912.38,938524,21,35788316,814938
59,58904.295999999995,i,156.21,6.6719,12288,0.97,32.399,1.7069999999999999,65.2,95.1,1.01,1353.2,1493.12,938526,46,35586185,807044
60,58905.282999999996,i,163.46,6.9304,12288,0.97,32.391,1.7,68.7,94.5,1.01,1367.16,1484.77,938816,46,36302514,807044
61,58907.280999999995,i,151.78,6.2685,12288,0.96,32.545,1.518,85.7,108.5,1.01,1384.72,1521.98,939420,46,36990245,807044
62,58913.291,i,104.52,12.097999999999999,12288,0.8370000000000001,32.546,2.885,86.7,108.7,1.01,1349.35,1487.8,941237,46,37682102,807044
63,58904.295999999995,i,60.5,7.324,12288,0.733,32.404,1.743,66.5,91.3,0.96,1309.85,152.11,938526,56,35560052,801359
64,58907.280999999995,i,65.29899999999999,6.8099,12288,0.723,32.547,1.557,87.5,103.8,0.96,1341.56,180.89,939420,56,37085554,801359
65,58904.282,i,62.615,8.1258,12288,0.73,32.409,1.824,64.3,46.7,1.06,1802.88,2558.0,938516,35,35259215,802311
66,58905.269,i,65.69800000000001,7.4564,12288,0.72,32.4,1.6130000000000002,69.2,46.2,1.06,1821.49,2549.52,938806,35,36166148,802311
67,58904.28400000001,i,94.61200000000001,6.3681,12288,0.745,32.681,1.83,64.3,113.3,1.01,350.64,3554.46,938517,19,35276468,794308
68,58905.27,i,98.191,6.0019,12288,0.713,32.673,1.673,68.9,112.4,1.01,354.83,3543.52,938807,19,36026889,794308
69,58904.279,i,134.55,6.4466,12288,0.91,32.306999999999995,1.979,66.0,46.0,0.96,230.55,1352.1,938514,39,35631136,785498
70,58904.295999999995,i,136.95,6.0756,12288,0.93,32.295,1.756,69.2,37.5,0.93,1027.91,1906.77,938526,38,35716175,785498
71,58905.265999999996,i,135.81,6.05,12288,0.94,32.297,1.726,70.5,45.3,0.96,278.15,1346.6,938804,39,36334745,785498
72,58905.282999999996,i,149.23,6.3105,12288,0.93,32.286,1.756,72.9,38.0,0.93,1043.03,1898.71,938816,38,36386946,785498
73,58907.247,i,131.35,6.3542,12288,0.867,32.454,1.73,89.1,52.4,0.96,286.21,1398.58,939408,39,37213721,785498
74,58907.280999999995,i,120.99,5.8258,12288,0.87,32.44,1.568,90.0,44.9,0.93,1061.0,1936.4,939420,38,37359853,785498
75,58913.255999999994,i,110.45,9.2881,12288,0.88,32.459,2.5669999999999997,87.8,52.7,0.96,254.53,1351.51,941225,39,37702307,785498
76,58913.291,i,98.249,11.163,12288,0.863,32.443000000000005,2.935,92.4,43.7,0.93,1025.18,1901.42,941237,38,37698054,785498
77,58905.279,i,55.25899999999999,5.9309,12288,0.72,32.458,1.6669999999999998,70.4,77.6,1.03,1934.75,3059.88,938813,49,36352246,786021
78,58907.273,i,58.838,5.6575,12288,0.84,32.598,1.6230000000000002,85.8,80.6,1.03,1964.13,3119.04,939417,49,37226234,786021
79,58904.292,i,69.354,6.188,12288,0.753,32.451,1.8940000000000001,66.1,70.4,1.03,1929.8,3079.69,938523,49,35692709,786021
80,58904.28400000001,i,245.62,8.2972,12288,0.9740000000000001,32.426,1.837,69.5,112.8,0.94,925.89,3434.35,938517,13,35192088,785794
81,58904.297999999995,i,261.33,9.2291,12288,0.935,32.421,2.005,66.5,0.0,0.97,1321.98,376.65,938527,62,35549050,785794
82,58905.27,i,197.74,6.0213,12288,0.9490000000000001,32.715,1.675,74.0,116.7,0.94,930.03,3423.73,938807,13,35955524,785794
83,58905.285,i,146.05,5.4288,12288,0.9129999999999999,33.005,1.713,71.7,141.3,0.97,1331.64,361.23,938817,62,36449784,785794
84,58907.255999999994,i,233.98,6.2312,12288,0.92,32.865,1.724,92.8,134.3,0.94,948.84,3485.78,939411,13,37052336,785794
85,58913.265,i,299.09,8.5715,12288,0.94,32.88,2.366,90.1,135.1,0.94,937.13,3441.36,941228,13,37667728,785794
86,58913.294,i,221.12,9.76,12288,0.95,33.176,2.977,89.3,165.6,0.97,1321.49,380.65,941238,62,37682671,785794
87,58904.278,i,76.40899999999999,9.3214,12288,0.835,32.427,1.915,65.9,82.1,0.97,1291.11,2003.21,938513,62,35359215,790942
88,58904.299000000006,i,77.783,8.193,12288,0.813,32.416,1.827,69.0,75.1,0.93,1743.61,1233.66,938528,38,35693501,813316
89,58905.28599999999,i,85.925,8.3867,12288,0.823,32.408,1.81,74.5,74.2,0.93,1747.2,1226.69,938818,38,36382956,813316
90,58907.287000000004,i,96.296,7.6054,12288,0.74,32.559,1.6230000000000002,91.1,85.7,0.93,1779.88,1271.29,939422,38,37036620,813316
91,58905.282999999996,i,166.3,8.905,12288,0.733,32.399,1.784,69.9,85.4,0.98,1885.51,575.02,938816,45,36243065,803730
92,58907.280999999995,i,174.12,7.9803,12288,0.7829999999999999,32.55,1.609,88.3,107.3,0.98,1903.22,612.27,939420,45,37252082,803730
93,58913.291,i,183.44,14.283,12288,0.8859999999999999,32.553000000000004,2.905,90.5,98.4,0.98,1867.78,578.18,941237,45,37645716,803730
94,58904.279,i,50.836000000000006,5.9284,12288,0.79,32.287,1.9240000000000002,62.7,48.3,1.06,204.07,3473.75,938514,41,35547037,811355
95,58905.265999999996,i,39.983000000000004,5.2169,12288,0.733,32.277,1.615,67.2,47.4,1.06,251.46,3468.7,938804,41,36396063,811355
96,58904.28599999999,i,371.53,7.0033,12288,0.94,32.422,1.712,63.8,90.1,0.98,1559.5,2317.44,938519,11,35258595,793315
97,58905.273,i,365.22,7.1798,12288,0.95,32.416,1.7069999999999999,68.4,91.0,0.98,1564.98,2303.61,938809,11,35979391,793315
98,58907.261,i,363.71,6.944,12288,0.94,32.568000000000005,1.629,87.7,104.4,0.98,1596.45,2351.63,939413,11,36869336,793315
99,58913.272000000004,i,372.74,10.142000000000001,12288,0.96,32.575,2.4330000000000003,85.6,102.5,0.98,1566.01,2315.36,941230,11,37611880,793315
100,58904.28599999999,i,53.598,7.6726,12288,0.73,32.42,1.71,64.0,100.1,0.98,1879.79,1602.21,938519,55,35263324,804121
101,58913.272000000004,i,48.333,11.847000000000001,12288,0.747,32.571999999999996,2.468,85.0,115.4,0.98,1886.77,1601.34,941230,55,37587227,804121
102,58904.275,i,98.508,7.9459,12288,0.838,32.426,1.736,64.3,83.5,1.06,147.01,1595.06,938511,22,35686569,792183
103,58905.262,i,101.87,7.5719,12288,0.8290000000000001,32.418,1.6219999999999999,68.5,82.9,1.06,243.83,1569.46,938801,22,35923402,792183
104,58907.239,i,91.18700000000001,7.7903,12288,0.77,32.571999999999996,1.659,84.3,90.0,1.06,203.53,1637.91,939405,22,36796344,792183
105,58913.248,i,86.734,13.243,12288,0.75,32.578,2.721,89.5,96.0,1.06,174.76,1558.72,941222,22,37593568,792183
106,58904.294,i,70.795,6.2571,12288,0.893,32.375,2.002,69.8,39.8,0.94,670.77,3219.21,938524,13,35839892,818658
107,58905.28,i,66.762,5.8529,12288,0.9229999999999999,32.361,1.761,74.0,39.4,0.94,675.16,3188.7,938814,13,36479369,818658
108,58907.275,i,69.63,5.974,12288,0.9329999999999999,32.52,1.724,92.0,45.3,0.94,707.01,3249.77,939418,13,37393325,818658
109,58904.277,i,85.822,8.0911,12288,0.84,32.41,1.7369999999999999,64.5,96.2,1.04,1719.47,2743.59,938512,52,35240924,791198
110,58905.264,i,98.686,7.9097,12288,0.774,32.404,1.651,68.9,91.7,1.04,1795.58,2732.08,938802,52,35961031,791198
111,58907.242,i,100.31,8.1391,12288,0.825,32.552,1.6780000000000002,85.8,102.2,1.04,1774.55,2783.98,939406,52,36829241,791198
112,58913.251,i,93.766,12.950999999999999,12288,0.8170000000000001,32.564,2.628,90.1,103.8,1.04,1754.31,2725.91,941223,52,37585204,791198
113,58905.265,i,55.903999999999996,7.6118,12288,0.713,32.407,1.62,70.4,33.9,1.01,917.83,2991.12,938803,36,35899644,788872
114,58913.254,i,70.736,12.699000000000002,12288,0.708,32.569,2.634,89.9,41.2,1.01,878.7,2990.01,941224,36,37557638,788872
115,58904.289000000004,i,72.248,6.0212,12288,0.73,32.458,1.804,67.3,68.4,0.94,1320.72,3304.7,938521,13,35629922,786202
116,58904.292,i,67.959,6.4003,12288,0.745,32.485,1.926,67.3,65.6,0.97,1910.51,349.57,938523,62,35799509,786202
117,58904.282,i,60.68,6.5507,12288,0.853,32.415,1.7790000000000001,64.9,33.9,1.0,1360.09,3864.16,938516,57,35255300,795618
118,58905.269,i,60.201,6.1507,12288,0.8079999999999999,32.406,1.5930000000000002,70.2,33.5,1.0,1379.24,3855.11,938806,57,36095548,795618
119,58913.262,i,76.666,9.4783,12288,0.95,32.565,2.432,84.7,38.5,1.0,1367.71,3868.39,941227,57,37648099,795618
120,58904.291,i,58.69,6.7417,12288,0.727,32.429,1.795,66.1,86.1,0.98,1333.3,964.11,938522,11,35202805,797878
121,58905.262,i,54.61,5.679,12288,0.8,32.298,1.719,70.5,36.6,1.0,1418.56,947.19,938801,50,36344257,786793
122,58904.288,i,152.0,8.6691,12288,0.845,32.412,1.751,63.6,50.3,0.97,1753.91,3120.44,938520,59,35317348,815489
123,58905.275,i,153.74,8.0913,12288,0.905,32.405,1.58,68.4,50.2,0.97,1755.94,3102.55,938810,59,36342095,815489
124,58907.264,i,140.8,8.7719,12288,0.815,32.561,1.702,86.4,58.0,0.97,1777.17,3150.87,939414,59,36964075,815489
125,58913.274000000005,i,128.46,12.674000000000001,12288,0.815,32.565,2.523,85.2,58.2,0.97,1750.76,3120.35,941231,59,37727837,815489
126,58904.294,i,55.218999999999994,6.4611,12288,0.8170000000000001,32.344,1.94,66.5,40.8,1.03,367.45,3688.29,938524,17,35790920,818889
127,58905.28,i,62.376000000000005,5.9618,12288,0.773,32.334,1.696,70.4,40.3,1.03,373.51,3658.15,938814,17,36486877,818889
128,58907.275,i,59.393,5.9484,12288,0.731,32.494,1.703,85.7,46.7,1.03,405.77,3718.56,939418,17,37240732,818889
129,58904.275,i,43.437,7.7679,12288,0.703,32.426,1.7819999999999998,65.6,64.6,1.0,87.74,2318.99,938511,51,35179003,786755
130,58904.28400000001,i,50.105,5.5873,12288,0.736,32.44,1.8619999999999999,65.6,82.7,0.98,1150.13,838.49,938517,24,35514864,797227
131,58904.28599999999,i,48.35,6.7218,12288,0.72,32.413000000000004,1.73,66.2,93.0,1.03,991.65,460.03,938519,20,35285706,793787
132,58904.288,i,64.695,8.1778,12288,0.7829999999999999,32.41,1.777,63.2,102.9,0.99,790.05,2163.63,938520,30,35789245,805363
133,58905.275,i,58.849,7.4111,12288,0.758,32.400999999999996,1.561,67.9,102.0,0.99,792.59,2146.32,938810,30,36162419,805363
134,58904.294,i,218.0,7.5289,12288,0.95,32.361999999999995,1.972,67.6,42.2,1.0,1348.16,2171.93,938524,33,35823251,819064
135,58905.28,i,224.47,7.0415,12288,0.95,32.352,1.7519999999999998,71.7,41.8,1.0,1352.42,2140.99,938814,33,36495247,819064
136,58907.275,i,227.37,7.0951,12288,0.948,32.51,1.754,87.8,48.4,1.0,1384.16,2201.52,939418,33,37348595,819064
137,58913.28599999999,i,247.66,11.161,12288,0.91,32.508,2.701,89.4,48.4,1.0,1340.37,2160.21,941235,33,37703074,819064
138,58904.295,i,161.59,7.8538,12288,0.86,32.435,1.8090000000000002,67.7,46.7,0.94,1815.54,1020.13,938525,58,35495532,805274
139,58905.282,i,155.45,7.3654,12288,0.825,32.425,1.631,71.6,43.3,0.94,1825.5,993.68,938815,58,36274050,805274
140,58907.278,i,161.59,7.2169,12288,0.89,32.580999999999996,1.611,89.8,70.6,0.94,1849.32,1038.45,939419,58,37007876,805274
141,58913.288,i,169.52,12.475,12288,0.805,32.580999999999996,2.892,89.8,71.0,0.94,1810.85,1009.96,941236,58,37628791,805274
142,58904.291,i,81.334,8.7603,12288,0.755,32.419000000000004,1.85,65.2,31.2,1.06,1970.26,1401.19,938522,35,35195141,794337
143,58907.27,i,65.65100000000001,8.6984,12288,0.715,32.568000000000005,1.785,87.6,42.0,1.06,2014.89,1431.2,939416,35,36878745,794337
144,58905.282,i,50.222,6.2098,12288,0.753,32.422,1.636,68.3,68.0,1.03,487.84,3914.49,938815,17,36116483,805102
145,58904.299000000006,i,105.77,7.873,12288,0.9129999999999999,32.376999999999995,1.734,67.6,113.1,1.01,182.75,1086.66,938528,36,35458273,810525
146,58905.28599999999,i,88.69200000000001,7.9747,12288,0.883,32.367,1.694,72.1,110.5,1.01,185.59,1079.54,938818,36,36385837,810525
147,58907.287000000004,i,96.81200000000001,7.1331,12288,0.843,32.523,1.508,85.5,119.8,1.01,218.41,1124.07,939422,36,37062715,810525
148,58904.282,i,82.26100000000001,7.9677,12288,0.7879999999999999,32.423,1.758,63.4,95.3,1.04,831.56,3637.95,938516,52,35285727,797437
149,58905.269,i,90.546,7.4133,12288,0.733,32.414,1.581,68.2,95.7,1.04,850.59,3629.5,938806,52,36114562,797437
150,58904.294,i,104.63,6.7243,12288,0.91,32.34,1.9769999999999999,67.7,39.0,1.06,1137.11,3604.74,938524,35,35780303,811810
151,58905.28,i,132.59,6.1059,12288,0.935,32.329,1.712,71.4,38.4,1.06,1141.96,3574.17,938814,35,36420895,811810
152,58907.275,i,156.45,6.5875,12288,0.91,32.49,1.719,91.6,44.8,1.06,1173.79,3634.77,939418,35,37281202,811810
153,58913.28599999999,i,206.96,10.477,12288,0.9,32.484,2.658,93.9,44.1,1.06,1129.47,3593.23,941235,35,37697134,811810
154,58904.278,i,202.23,7.5616,12288,0.9520000000000001,32.422,1.87,63.1,92.8,1.06,1736.71,2556.77,938513,22,35126374,787731
155,58905.265,i,208.85,6.7688,12288,0.961,32.409,1.607,67.4,91.3,1.06,1806.62,2534.3,938803,22,35891727,787731
156,58907.245,i,250.05,6.7848,12288,0.945,32.566,1.6340000000000001,84.4,105.5,1.06,1784.32,2595.12,939407,22,36853383,787731
157,58913.254,i,260.2,10.95,12288,0.955,32.574,2.609,86.0,106.3,1.06,1767.94,2533.01,941224,22,37572687,787731
158,58904.294,i,53.315,6.0921,12288,0.83,32.415,2.0380000000000003,67.6,65.8,0.98,135.66,3265.5,938524,32,35822045,819316
159,58905.28,i,42.008,5.7135,12288,0.73,32.406,1.81,71.9,65.3,0.98,140.24,3234.57,938814,32,36502743,819316
160,58907.275,i,53.398,5.9605,12288,0.7,32.569,1.806,90.0,93.0,0.98,171.3,3295.6,939418,32,37349295,819316
161,58904.279,i,59.398,6.8748,12288,0.7929999999999999,32.285,1.954,66.0,47.6,1.01,1002.15,3396.46,938514,40,35785604,809361
162,58905.265999999996,i,75.51899999999999,6.1321,12288,0.902,32.275,1.67,70.4,47.1,1.01,1050.28,3391.49,938804,40,36339313,809361
163,58913.255999999994,i,62.983000000000004,10.286,12288,0.73,32.437,2.537,92.0,54.6,1.01,1026.02,3396.75,941225,40,37685741,809361
164,58904.282,i,67.077,7.8789,12288,0.82,32.431999999999995,1.788,65.0,96.4,1.0,618.95,173.44,938516,33,35484541,793231
165,58904.279,i,125.03,7.6858,12288,0.805,32.303000000000004,1.9709999999999999,66.2,41.6,0.98,1182.8,1045.57,938514,25,35857168,786732
166,58905.265999999996,i,120.18,7.1526,12288,0.71,32.297,1.716,70.6,41.4,0.98,1230.42,1040.63,938804,25,36341797,786732
167,58905.282999999996,i,145.82,7.029,12288,0.787,32.284,1.735,71.9,41.8,0.98,1984.47,1615.99,938816,24,36394045,786732
168,58904.28599999999,i,57.691,7.9631,12288,0.84,32.405,1.6969999999999998,63.0,106.2,1.03,527.14,273.39,938519,47,35218018,797349
169,58905.273,i,61.233000000000004,7.9533,12288,0.88,32.396,1.642,68.0,105.6,1.03,531.48,258.76,938809,47,36101247,797349
170,58904.295999999995,i,180.57,5.1504,12288,0.914,32.433,1.6769999999999998,64.7,66.1,1.03,163.02,2995.36,938526,49,35773186,813042
171,58905.282999999996,i,177.35,5.2828,12288,0.955,32.423,1.6480000000000001,68.3,65.8,1.03,177.78,2987.16,938816,49,36429343,813042
172,58907.280999999995,i,169.48,4.8043,12288,0.905,32.573,1.46,84.7,75.6,1.03,195.61,3024.55,939420,49,37342906,813042
173,58913.291,i,182.26,9.3936,12288,0.91,32.586999999999996,2.823,85.6,76.4,1.03,159.58,2989.47,941237,49,37689484,813042
174,58904.285,i,36.531,3.3549,12288,0.88,32.986999999999995,1.847,63.8,54.6,1.01,862.05,2893.1,938518,46,35715347,804649
175,58905.272000000004,i,37.279,3.2797,12288,0.8029999999999999,32.979,1.699,68.7,53.5,1.01,869.04,2879.51,938808,46,36146684,804649
176,58907.258,i,40.484,3.2991,12288,0.873,33.129,1.6340000000000001,87.2,62.1,1.01,890.28,2945.68,939412,46,37264752,804649
177,58913.267,i,30.89,4.6845,12288,0.77,33.143,2.3169999999999997,85.8,62.2,1.01,859.58,2905.55,941229,46,37610766,804649
178,58904.278,i,130.49,8.3558,12288,0.903,32.421,1.829,66.9,79.4,0.94,380.95,3113.24,938513,58,35181770,784068
179,58905.265,i,130.97,7.655,12288,0.868,32.411,1.624,70.9,80.1,0.94,450.94,3089.94,938803,58,35920564,784068
180,58907.245,i,135.81,7.6846,12288,0.91,32.566,1.604,89.0,99.6,0.94,429.02,3150.61,939407,58,36802747,784068
181,58913.254,i,159.54,12.792,12288,0.948,32.571999999999996,2.6439999999999997,90.7,92.3,0.94,412.71,3089.85,941224,58,37578465,784068
182,58904.275,i,46.611000000000004,7.8475,12288,0.8,32.44,1.794,66.7,97.1,0.96,482.27,2582.2,938511,39,35129372,788217
183,58904.289000000004,i,82.568,6.6345,12288,0.7709999999999999,32.955999999999996,1.785,65.4,36.5,1.03,142.45,1477.17,938521,43,35229704,794422
184,58905.276,i,68.845,6.3108,12288,0.76,32.945,1.686,70.1,35.7,1.03,157.01,1456.87,938811,43,36033383,794422
185,58907.267,i,71.36399999999999,6.7736,12288,0.7979999999999999,33.102,1.785,88.0,41.9,1.03,179.31,1505.9,939415,43,36946044,794422
186,58904.295999999995,i,190.53,7.752,12288,0.935,32.425,1.696,63.9,94.7,1.06,1921.65,2432.02,938526,41,35297256,805464
187,58905.282999999996,i,215.84,7.9235,12288,0.935,32.418,1.685,67.5,94.2,1.06,1935.92,2423.72,938816,41,36226557,805464
188,58907.280999999995,i,248.0,6.922,12288,0.845,32.567,1.463,84.5,108.1,1.06,1953.52,2460.98,939420,41,36974585,805464
189,58913.291,i,237.23,13.550999999999998,12288,0.92,32.571999999999996,2.826,84.4,108.2,1.06,1917.94,2426.35,941237,41,37662522,805464
190,58905.269,i,85.795,8.0587,12288,0.75,32.409,1.6280000000000001,69.8,49.4,1.03,1935.66,2934.66,938806,20,36322176,814392
191,58904.292,i,54.655,6.7227,12288,0.743,32.52,1.9369999999999998,66.4,85.4,1.01,1265.8,3955.67,938523,14,35765749,819080
192,58905.278,i,70.31,7.5953,12288,0.74,32.418,1.692,70.0,46.7,1.01,838.18,2996.82,938812,36,36017469,797691
193,58905.276,i,46.541000000000004,6.335,12288,0.728,32.958,1.681,69.9,0.0,1.03,191.67,788.62,938811,47,36035794,794132
194,58907.267,i,52.437,6.8467,12288,0.905,33.118,1.791,88.9,0.0,1.03,214.14,837.15,939415,47,36878901,794132
195,58913.277,i,60.455,9.5013,12288,0.93,33.115,2.513,89.3,0.0,1.03,184.76,801.64,941232,47,37600272,794132
